No.	ID	内容	时间	时间进度条	弹幕热度
15657	龙骑士の喵	你怕是对 一点有什么误解	4:23:11	15791.53	1.070 
15658	划水的西瓜君	是是是	4:23:11	15791.709	1.143 
15659	发定喜欢钻研的小朋友	是是是	4:23:12	15792.215	1.143 
15660	绵绵	去海德要塞找狼哥	4:23:12	15792.243	1.449 
15661	段常仁儿	人家玩什么都厉害	4:23:12	15792.358	2.031 
15662	孤独时代的微醺	有本事让pdd出来solo	4:23:13	15793.847	1.642 
15663	sho7tw	我在這也迷路１小時	4:23:13	15793.905	1.828 
15664	the dk	是是是	4:23:14	15794.044	2.000 
15665	kq ch	是是是	4:23:14	15794.549	2.178 
15666	杨晟	55开真不要脸	4:23:15	15795.479	2.163 
15667	领养小乌龟的阿普	谁敢说不是	4:23:15	15795.622	2.444 
15668	WinchesterSuprise0124	去雾林，那里有个大坑，去地下城拿大哥	4:23:15	15795.823	2.431 
15669	wz二先生	确实	4:23:15	15795.852	2.750 
15670	陈氏艺能大赏	飘了	4:23:15	15795.965	2.687 
15671	孤独时代的恩达	《一点》	4:23:16	15796.133	2.649 
15672	Hua HAN	55学习的是电脑技术	4:23:16	15796.133	4.374 
15673	超总i	是的	4:23:16	15796.498	3.857 
15674	一秒一发	体重不比你强吗	4:23:17	15797.163	3.206 
15675	Wang Pan	飘了	4:23:18	15798.084	2.829 
15676	nullObj	确实	4:23:18	15798.142	3.755 
15677	Richard Yeung	是是是	4:23:18	15798.451	3.535 
15678	zikun sang	至少去地下城把泪滴拿了吧	4:23:19	15799.07	3.080 
15679	蟑螂	龙装大树守卫	4:23:20	15800.636	2.090 
15680	tiantian xiao	为啥五五开不来油管	4:23:21	15801.639	1.762 
15681	绵绵	对	4:23:24	15804.473	1.199 
15682	阿民台灣	嗯	4:23:26	15806.025	1.011 
15683	MshaRp	魂系教母？	4:23:26	15806.145	1.037 
15684	zikun sang	要不然打碎星有啥意义	4:23:28	15808.698	0.867 
15685	萝菽菽	对	4:23:29	15809.168	0.902 
15686	Tofu Guy	對 有個大坑	4:23:29	15809.65	0.869 
15687	段常仁儿	陨石坑跳下去	4:23:31	15811.196	0.785 
15688	Y	对对对	4:23:32	15812.543	0.742 
15689	Zihao Xu	卢本伟在哪里呢	4:23:32	15812.857	0.818 
15690	Null None	是不是女武神才是最终boss	4:23:33	15813.721	0.828 
15691	Igniz	当年日本仔的刀还挺快呢	4:23:35	15815.371	0.918 
15692	孤独时代的恩达	确实	4:23:39	15819.297	0.753 
15693	Hua HAN	然后在你电脑上演示了所有的操作	4:23:39	15819.744	0.735 
15694	绵绵	海德要塞西边	4:23:41	15821.112	0.806 
15695	蟑螂	龙装大树守卫 王城守门人	4:23:41	15821.56	0.807 
15696	萝菽菽	天上有陨石的地方，正下方	4:23:44	15824.002	0.697 
15697	萌发	是是是	4:23:44	15824.481	0.753 
15698	南三省	哈哈哈	4:23:46	15826.514	0.716 
15699	孤独星巴克	啊对对对	4:23:47	15827.002	0.707 
15700	绵绵	就是这下去	4:23:47	15827.949	0.703 
15701	龙骑士の喵	实际上 真的在吹逼	4:23:49	15829.232	0.721 
15702	倪楷哲	是是是	4:23:50	15830.973	0.856 
15703	超总i	陈述事实	4:23:52	15832.37	0.792 
15704	不想睡	是是是	4:23:52	15832.95	0.845 
15705	jun zhengj	真的在吹	4:23:53	15833.541	0.835 
15706	李興達	阿 對對對	4:23:53	15833.541	1.048 
15707	旅行-带着王总去旅行00	啊对对对	4:23:53	15833.733	1.081 
15708	Null None	哈哈哈	4:23:54	15834.97	1.183 
15709	Wang Pan	每句话都是在真吹比	4:23:55	15835.144	1.228 
15710	sho7tw	阿是是是	4:23:56	15836.42	1.180 
15711	You K	所以发姐就是五五开的那个朋友？	4:23:57	15837.48	1.212 
15712	萌发	是是是	4:23:57	15837.945	1.434 
15713	潘铭辉	西北	4:23:58	15838.445	1.646 
15714	陈Randy.	啊对对对	4:23:59	15839.092	1.628 
15715	我先跑路了	星星落到雾林废墟，砸了个大洞	4:23:59	15839.174	1.775 
15716	愛電玩	？？？？	4:23:59	15839.747	1.611 
15717	划水的西瓜君	是是是	4:24:0	15840.615	1.453 
15718	MshaRp	传奇的经历	4:24:0	15840.643	1.763 
15719	Y	阿对对对	4:24:1	15841.34	1.614 
15720	wz二先生	确实	4:24:1	15841.645	1.914 
15721	jingze zhang	是是是	4:24:2	15842.106	2.162 
15722	wu gama	然而一打boss就被打回原形	4:24:2	15842.885	2.024 
15723	瀧角散	是是是	4:24:3	15843.228	2.091 
15724	莫年	美强惨！！	4:24:3	15843.96	2.054 
15725	南三省	啊对对对	4:24:4	15844.688	1.814 
15726	蹦蹦车	王菲超话来的，谁是陈一发！	4:24:4	15844.776	1.988 
15727	Laurence Jin	大脸贾玲	4:24:4	15844.803	2.388 
15728	Steven Zhang	吹逼？？？？	4:24:4	15844.809	2.400 
15729	孤独时代的微醺	为国护盘啊	4:24:5	15845.281	2.537 
15730	绵绵	这个大坑下去	4:24:6	15846.451	2.081 
15731	瀧角散	是是是	4:24:6	15846.897	2.087 
15732	Richard Yeung	是是是	4:24:7	15847.76	2.051 
15733	Viccloud Zhang	今天喝假酒了?	4:24:9	15849.165	1.684 
15734	Ruben Rienstratl	力压jay是真的	4:24:9	15849.496	1.806 
15735	masaya yaguchi	一天打过女武神在吹吧……	4:24:11	15851.702	1.426 
15736	磐石	虽然，但是，真的是真的	4:24:11	15851.837	1.416 
15737	萝菽菽	抬头看	4:24:12	15852.333	1.328 
15738	绵绵	海德要塞西边	4:24:14	15854.453	1.037 
15739	Jason.Y	对对对 发发最棒	4:24:14	15854.743	1.057 
15740	Null None	@超总i 哈哈哈哈哈，陈述事实+1	4:24:14	15854.941	1.178 
15741	Tofu Guy	地上有個大坑	4:24:15	15855.593	1.150 
15742	jun zhengj	对对对	4:24:18	15858.558	0.926 
15743	Wild小黑	王菲超话粉丝，出动	4:24:19	15859.176	0.999 
15744	zikun sang	反了反了	4:24:20	15860.725	0.891 
15745	小池塘	那么大个坑看不见？	4:24:21	15861.368	1.035 
15746	萌发	就是你现在这里	4:24:21	15861.516	1.033 
15747	孤独时代的微醺	天才电竞美少女啊	4:24:21	15861.66	1.072 
15748	王超越	那	4:24:21	15861.986	1.327 
15749	Mauser	抬头	4:24:22	15862.236	1.335 
15750	绵绵	就在海德要塞西边	4:24:22	15862.812	1.270 
15751	领养小乌龟的阿普	力压杰伦我朋友圈炫耀过	4:24:22	15862.812	1.385 
15752	萌发	你前面	4:24:25	15865.35	1.472 
15753	龙骑士の喵	代言小米枪战啊，然后一起凉了呀	4:24:26	15866.178	1.428 
15754	zikun sang	在左边	4:24:26	15866.548	1.717 
15755	旅行-带着王总去旅行00	ddd @小黑 把险胜王菲这段再剪出来发一下	4:24:27	15867.218	1.709 
15756	WinchesterSuprise0124	就往遗迹那走	4:24:28	15868.84	1.365 
15757	liamo pu	和贾玲同框啊	4:24:29	15869.117	1.341 
15758	Tofu Guy	就你這裏 往前走	4:24:29	15869.979	1.251 
15759	阿民台灣	嗯	4:24:33	15873.959	0.853 
15760	阿民台灣	嗯	4:24:34	15874.096	0.886 
15761	mars zzs	你往左边天上看啊	4:24:34	15874.43	0.861 
15762	John McLusky	在你边上	4:24:34	15874.926	1.044 
15763	6 shenxiange	发发么么嗒~~	4:24:36	15876.422	0.976 
15764	萌发	就是你面前	4:24:36	15876.537	1.001 
15765	You K	就雾林废墟正下方 下面一点点那个森林里面 有个大坑	4:24:37	15877.404	0.982 
15766	绵绵	海德要塞西边就是	4:24:40	15880.345	0.869 
15767	Hanghang_bbx	居然深夜直播的吗	4:24:41	15881.987	0.777 
15768	J Y	不是碎星	4:24:42	15882.945	0.771 
15769	萝菽菽	就是这里	4:24:43	15883.865	1.009 
15770	段常仁儿	就这里	4:24:44	15884.982	0.919 
15771	Tofu Guy	就這裏	4:24:45	15885.151	0.933 
15772	Мин Гао	投资许家印啦	4:24:45	15885.846	0.916 
15773	mars zzs	就在你脸上你去哪？	4:24:46	15886.572	0.985 
15774	小喂狗	不用	4:24:46	15886.899	0.965 
15775	萌发	就是你面前啊	4:24:47	15887.929	0.950 
15776	zikun sang	那么大的坑啊’	4:24:50	15890.333	1.001 
15777	Lion Heart	树林里	4:24:50	15890.555	1.167 
15778	一发老公	?????????????	4:24:51	15891.517	1.167 
15779	龙骑士の喵	就这儿啊	4:24:51	15891.544	1.302 
15780	Wild小黑	@旅行，不敢了不敢了	4:24:53	15893.625	1.157 
15781	段常仁儿	这里陨石坑跳下去	4:24:54	15894.251	1.099 
15782	倪楷哲	嗷嗚	4:24:55	15895.383	1.049 
15783	Null None	啊啊啊啊	4:24:56	15896.101	1.049 
15784	WinchesterSuprise0124	往雾林遗迹那走就行	4:24:57	15897.013	0.989 
15785	jun zhengj	海德要塞	4:24:58	15898.524	0.944 
15786	划水的西瓜君	？？？？？	4:24:58	15898.955	1.160 
15787	一个白日梦懒狗	小德：嗷呜嗷呜	4:25:1	15901.711	0.896 
15788	绵绵	刚才那大坑下去就是	4:25:1	15901.826	0.970 
15789	Hua HAN	猫语10级	4:25:2	15902.052	0.952 
15790	wu gama	电竞小聋瞎	4:25:2	15902.458	1.132 
15791	zikun sang	就在你脸上啊‘	4:25:3	15903.684	1.060 
15792	Null None	德总来了！！！！！	4:25:3	15903.97	1.165 
15793	划水的西瓜君	这么大个坑啊	4:25:4	15904.386	1.207 
15794	Lion Heart	刚才的树林里	4:25:11	15911.026	0.714 
15795	磐石	会应人真可爱	4:25:11	15911.775	0.755 
15796	孤独时代的微醺	小德居然会应	4:25:12	15912.045	0.764 
15797	绵绵	刚才的传送点	4:25:12	15912.774	0.904 
15798	MshaRp	小德这就离开思过崖了？	4:25:13	15913.602	0.849 
15799	萝菽菽	就刚才的传送点旁边	4:25:15	15915.474	0.745 
15800	wu gama	回去啊	4:25:15	15915.668	0.757 
15801	Null None	德总来视察了	4:25:17	15917.569	0.720 
15802	WinchesterSuprise0124	往雾林遗迹走就行	4:25:18	15918.333	0.696 
15803	小喂狗	遠得很	4:25:19	15919.223	0.674 
15804	磐石	抱抱	4:25:19	15919.918	1.125 
15805	三三大妖怪	去地下城	4:25:20	15920.212	1.185 
15806	萝菽菽	海德要塞旁边	4:25:21	15921.244	1.087 
15807	Null None	meow！	4:25:25	15925.264	0.801 
15808	Lion Heart	回去刚才的地方	4:25:28	15928.949	0.652 
15809	杨晟	小德刚上完厕所	4:25:30	15930.705	0.657 
15810	jun zhengj	海德要塞啊	4:25:30	15930.966	0.654 
15811	徐涂涂徐徐而图之	豹纹	4:25:31	15931.291	0.729 
15812	osas wuwa	小德好胖啊	4:25:33	15933.246	0.671 
15813	绵绵	刚才传送点面前就是啊	4:25:35	15935.39	0.619 
15814	孤独时代的恩达	好大一坨	4:25:36	15936.847	0.591 
15815	Hua HAN	小德这身皮草不错	4:25:37	15937.013	0.595 
15816	一个白日梦懒狗	谢谢小德 已经在提了	4:25:37	15937.094	0.631 
15817	蟑螂	一会儿又被挠了	4:25:37	15937.999	0.785 
15818	莫年	小心小德挠	4:25:38	15938.111	1.091 
15819	zikun sang	就在赐福点左边脸上啊	4:25:38	15938.331	1.311 
15820	三三大妖怪	陨石炸开的地下城	4:25:39	15939.149	1.222 
15821	Null None	德总该锻炼身体了	4:25:39	15939.208	1.263 
15822	新陈	大德	4:25:40	15940.962	1.296 
15823	旅行-带着王总去旅行00	ddd 小德 提肛	4:25:41	15941.684	1.589 
15824	绵绵	海德要塞西边	4:25:49	15949.467	0.792 
15825	划水的西瓜君	你走错路了	4:25:52	15952.024	0.666 
15826	我先跑路了	不是碎星，星星坠落在雾林废墟，砸了个大洞，是下一步去的地方	4:25:52	15952.082	0.667 
15827	大胖	小德 提肛	4:25:59	15959.063	0.475 
15828	新陈	加菲德	4:26:3	15963.14	0.400 
15829	Null None	meow～meow～meow～	4:26:7	15967.575	0.342 
15830	杨晟	小德你屁股好大	4:26:12	15972.57	0.299 
15831	小喂狗	左手邊	4:26:12	15972.896	0.297 
15832	萝菽菽	看到天上的石头没，正下方	4:26:14	15974.999	0.294 
15833	Lion Heart	在上面树林里	4:26:19	15979.493	0.264 
15834	潘铭辉	西北！	4:26:20	15980.547	0.322 
15835	x6yesx6	西北	4:26:20	15980.798	0.348 
15836	Мин Гао	坏东西！加入火山官邸是吧！	4:26:21	15981.787	0.337 
15837	我先跑路了	西北方	4:26:22	15982.115	0.434 
15838	You K	那片树林里面 雾林废墟正下方	4:26:22	15982.422	0.519 
15839	WinchesterSuprise0124	直接去雾林遗迹	4:26:23	15983.087	0.645 
15840	J Y	天上的碎石	4:26:24	15984.63	0.829 
15841	划水的西瓜君	抬头看‘	4:26:27	15987.899	0.667 
15842	绵绵	？？？	4:26:29	15989.177	0.705 
15843	zikun sang	左边	4:26:33	15993.752	0.701 
15844	萝菽菽	天上都是石头	4:26:33	15993.867	0.751 
15845	帝跌	小德子？	4:26:34	15994.748	0.717 
15846	wu gama	但凡她望天上看一眼	4:26:35	15995.477	0.730 
15847	划水的西瓜君	左边	4:26:35	15995.499	0.747 
15848	zikun sang	左边	4:26:35	15995.555	0.761 
15849	绵绵	左边啊	4:26:36	15996.338	0.755 
15850	sho7tw	不是	4:26:36	15996.364	0.852 
15851	蹦蹦车	虾啊	4:26:36	15996.783	1.126 
15852	小喂狗	左邊	4:26:37	15997.675	1.177 
15853	wu gama	............	4:26:38	15998.689	2.026 
15854	龙骑士の喵	西边啊	4:26:40	16000.095	1.606 
15855	一发老公	你瞎了??	4:26:40	16000.658	1.692 
15856	Lion Heart	石头飞起来的地方	4:26:40	16000.791	1.882 
15857	划水的西瓜君	左边！！！！	4:26:40	16000.991	1.821 
15858	Richard Yeung	瞎了	4:26:41	16001.526	1.675 
15859	萌发	？？？？？？？？？？？？？？？？？？？？？？？？？？	4:26:42	16002.596	1.598 
15860	萝菽菽	我们都看到了	4:26:43	16003.544	1.393 
15861	sho7tw	有拉	4:26:43	16003.601	1.467 
15862	Tofu Guy	地上一個大坑	4:26:44	16004.585	1.447 
15863	zikun sang	左边	4:26:45	16005.121	1.555 
15864	cx y	盲人。。。	4:26:45	16005.258	1.937 
15865	龙骑士の喵	陈一瞎	4:26:46	16006.251	1.788 
15866	绵绵	台主是不是视力不好	4:26:46	16006.362	1.795 
15867	Yinhong Liu	瞎子	4:26:48	16008.914	1.262 
15868	tony tom	天上石头	4:26:49	16009.093	1.322 
15869	划水的西瓜君	完美错过	4:26:49	16009.778	1.392 
15870	Richard Yeung	电子竞技不需要视力	4:26:50	16010.757	1.386 
15871	瀧角散	西边！！！！！！！！！！！！！！！！！！！！！！！	4:26:50	16010.785	1.392 
15872	Hua HAN	啊 这	4:26:52	16012.007	1.347 
15873	cx y	我都看到了	4:26:52	16012.034	1.447 
15874	自动登记	你这是啥眼神啊	4:26:53	16013.458	1.220 
15875	tony tom	转一圈肯定可以看到	4:26:54	16014.88	1.159 
15876	程禕蓀	碎星打掉了嗎	4:26:55	16015.374	1.110 
15877	龙骑士の喵	真的瞎	4:26:55	16015.982	1.415 
15878	磐石	原地转一圈	4:26:57	16017.212	1.232 
15879	jun zhengj	盲人主播	4:26:57	16017.575	1.283 
15880	领养小乌龟的阿普	有一堆碎石	4:26:58	16018.35	1.317 
15881	新陈	先知树	4:26:58	16018.627	1.275 
15882	J Y	你先别动 先看	4:26:58	16018.628	1.510 
15883	龙骑士の喵	西边啊	4:26:58	16018.767	1.485 
15884	zikun sang	那么多石头你看不见嘛	4:26:59	16019.102	1.772 
15885	萌发	不需要视力	4:26:59	16019.158	2.338 
15886	划水的西瓜君	抬头，现在在右边！！！！！！！！	4:27:0	16020.641	1.899 
15887	蹦蹦车	瞎了，这主播怕是没救了	4:27:2	16022.38	1.563 
15888	孤独星巴克	主播星际玩家	4:27:5	16025.659	1.184 
15889	wu gama	陈一瞎	4:27:6	16026.53	1.117 
15890	龙骑士の喵	west	4:27:6	16026.558	1.218 
15891	自动登记	纯盲人主播	4:27:8	16028.285	1.035 
15892	Hua HAN	……	4:27:10	16030.486	0.843 
15893	sho7tw	．．．．．．．．．．	4:27:13	16033.25	0.690 
15894	绵绵	离大谱	4:27:13	16033.488	0.695 
15895	划水的西瓜君	主播	4:27:13	16033.672	0.689 
15896	陈氏艺能大赏	眼镜是假的	4:27:13	16033.736	0.764 
15897	the dk	哈哈哈哈哈哈哈哈哈哈	4:27:14	16034.815	0.804 
15898	You K	发姐老dota选手了	4:27:14	16034.96	1.075 
15899	领养小乌龟的阿普	对头	4:27:16	16036.073	1.048 
15900	龙骑士の喵	陈一瞎	4:27:16	16036.995	0.958 
15901	发定喜欢钻研的小朋友	陈一瞎	4:27:20	16040.612	0.811 
15902	J Y	找地方跳下去	4:27:21	16041.017	0.950 
15903	tengwei fu	是	4:27:21	16041.129	1.269 
15904	tengwei fu	瞎子	4:27:23	16043.27	1.022 
15905	Tofu Guy	沿著邊走 有下去的路	4:27:23	16043.517	1.016 
15906	绵绵	台主的视力有点。。。	4:27:25	16045.17	0.875 
15907	Null None	哦哦	4:27:25	16045.666	0.922 
15908	划水的西瓜君	蹦下去	4:27:26	16046.815	0.844 
15909	tengwei fu	陈一瞎	4:27:27	16047.233	0.896 
15910	Lion Heart	环绕下去	4:27:35	16055.136	0.551 
15911	Hua HAN	我怎么看见了孙桑的影子在发姐身上	4:27:36	16056.19	0.642 
15912	zikun sang	直播效果直播效果	4:27:36	16056.603	0.642 
15913	划水的西瓜君	蹦下去就行了	4:27:38	16058.435	0.578 
15914	Brocco Lee	星际玩家？	4:27:41	16061.742	0.541 
15915	龙骑士の喵	地破了一个洞，又不是天上一个洞	4:27:42	16062.344	0.531 
15916	Null None	德总不动如山	4:27:45	16065.411	0.494 
15917	契	小德地图	4:27:46	16066.766	0.474 
15918	一个白日梦懒狗	台主的近视有点严重呢！	4:27:47	16067.576	0.482 
15919	绵绵	是的	4:27:47	16067.803	0.486 
15920	sho7tw	是	4:27:48	16068.386	0.755 
15921	J Y	是的	4:27:48	16068.635	0.804 
15922	mars zzs	眼睛白长那么大哈哈哈	4:27:49	16069.409	0.781 
15923	Lion Heart	踩石头	4:27:49	16069.689	0.889 
15924	绵绵	往下跳	4:27:52	16072.386	0.939 
15925	龙骑士の喵	有	4:27:52	16072.858	0.951 
15926	划水的西瓜君	对的	4:27:55	16075.007	1.042 
15927	chiyuan zou	看过	4:27:59	16079.852	0.764 
15928	MshaRp	听你提过	4:28:1	16081.165	0.736 
15929	契	看过	4:28:5	16085.04	0.580 
15930	Null None	看过简介	4:28:6	16086.967	0.538 
15931	Null None	这样	4:28:10	16090.592	0.455 
15932	龙骑士の喵	木有	4:28:12	16092.862	0.426 
15933	段常仁儿	跟这谏言走	4:28:13	16093.083	0.427 
15934	Brocco Lee	旋涡是童话	4:28:14	16094.221	0.458 
15935	マオ姉えええ	見たことないですが	4:28:15	16095.611	0.440 
15936	陈氏艺能大赏	矿坑都是螺旋的	4:28:17	16097.763	0.439 
15937	王超越	没人没看过	4:28:19	16099.217	0.516 
15938	Null None	soga	4:28:23	16103.028	0.457 
15939	龙骑士の喵	有点晕了	4:28:27	16107.12	0.453 
15940	Null None	哈哈哈哈哈	4:28:28	16108.939	0.455 
15941	Lion Heart	去永痕城	4:28:30	16110.436	0.504 
15942	マオ姉えええ	ねこかわいい	4:28:31	16111.324	0.542 
15943	王郁结	电梯即将落地时起跳	4:28:35	16115.317	0.450 
15944	Budermilk	海德要塞10点钟方向	4:28:35	16115.406	0.472 
15945	GKY	我在被窝里看的漩涡	4:28:36	16116.109	0.488 
15946	Null None	二人转上线	4:28:40	16120.834	0.433 
15947	领养小乌龟的阿普	家里可爱担当	4:28:47	16127.031	0.360 
15948	J Y	再下	4:29:3	16143.538	0.247 
15949	jingze zhang	发姐咋换猫了...	4:29:7	16147.492	0.248 
15950	划水的西瓜君	当然不会	4:29:8	16148.033	0.256 
15951	莫年	阿普你来了	4:29:9	16149.458	0.256 
15952	瀧角散	当然不是啦	4:29:10	16150.259	0.257 
15953	mars zzs	学校不让骑自行车	4:29:11	16151.708	0.275 
15954	x6yesx6	下	4:29:13	16153.154	0.265 
15955	陈氏艺能大赏	陨石坑不是	4:29:16	16156.429	0.248 
15956	Tofu Guy	接下來就是馬里奧 要一直跳	4:29:18	16158.945	0.262 
15957	Null None	noooooooo	4:29:19	16159.29	0.310 
15958	绵绵	继续往下走	4:29:24	16164.451	0.478 
15959	领养小乌龟的阿普	我一直在啊莫年	4:29:25	16165.752	0.548 
15960	Null None	不！！！	4:29:25	16165.904	0.560 
15961	Ud M	小徳！不要打扰我老婆玩游戏	4:29:29	16169.931	0.488 
15962	Richard Yeung	一个坑要修路修出来就是螺旋的啊	4:29:30	16170.819	0.486 
15963	spades clubs	这一刻我好想变成小德	4:29:32	16172.489	0.481 
15964	You K	此处有下	4:29:32	16172.855	0.508 
15965	Null None	meow～～～～～	4:29:33	16173.056	0.601 
15966	Marco W	小德可愛	4:29:35	16175.99	0.587 
15967	Choon Siong Lee	没买个灯吊在身上？容易在暗处看	4:29:37	16177.62	0.546 
15968	杨晟	小德牌围巾	4:29:37	16177.805	0.749 
15969	旅行-带着王总去旅行00	ddd 抱猫	4:29:38	16178.873	0.762 
15970	划水的西瓜君	是男人就下一百层，跳吧发发	4:29:40	16180.248	0.697 
15971	Null None	德总即将离开	4:29:42	16182.16	0.818 
15972	龙骑士の喵	嘶	4:29:44	16184.854	0.713 
15973	Hua HAN	感觉地上都砸出一个坑了	4:29:46	16186.295	0.724 
15974	Wild小黑	dddd对你的忍耐已经到达极限了	4:29:47	16187.726	0.672 
